model_version,query_type,device_type,quality_score,latency_ms,cost
A,billing,mobile,0.8389383591434644,1109.4029061046156,0.40015738634531633
A,account,mobile,0.9254178223649677,1165.567701695948,0.46149951842193415
A,billing,desktop,0.9021900356885599,954.0773756211848,0.4491341571384971
A,billing,mobile,0.8617960684631636,1141.129334090869,0.3299964638408496
A,account,desktop,0.8259847800664553,1349.485576586917,0.42936312067320886
A,billing,desktop,0.9336228664140073,1130.0256931157703,0.38971860731783764
A,account,desktop,0.922510058897933,1296.0719692801235,0.404141628525905
A,account,desktop,0.8850412068110308,1171.4245341003284,0.36359140495150927
A,technical,mobile,0.9823318498023833,1248.6085542332341,0.4874068534560418
A,account,desktop,0.8364957616836923,1027.84629152765,0.4520030909951288
A,technical,mobile,0.813723741453763,1212.7814174450853,0.36301144180135164
A,account,desktop,0.8554045965059378,751.3296043648916,0.3332694696544884
A,account,mobile,0.8877206991822251,1171.9655762757022,0.3807163684511076
A,technical,desktop,0.9021669724661346,955.429013442729,0.4217251323045653
A,technical,mobile,0.8779381971071836,1380.8991774820224,0.41201029219731117
A,account,mobile,0.9076027698257149,1316.6111029146766,0.4626566412384122
A,billing,desktop,0.8274230287904778,1270.0006472949121,0.4394959861090426
A,technical,desktop,0.962188230203663,1428.150934073907,0.44847845128764535
A,billing,desktop,0.8858924410803716,1057.6625218762745,0.4163427700305219
A,billing,desktop,0.9458647915794064,1462.1044796873337,0.3305350634894505
A,billing,mobile,0.9071362673188852,1339.8287346390578,0.39021507344265494
A,technical,desktop,0.9128376609576893,1164.516706917158,0.4530044869954333
A,billing,mobile,0.9184883640116102,1370.3430220774417,0.3974238535737677
A,technical,mobile,0.9123854280008658,1034.0559731382548,0.42515451843118734
A,billing,desktop,0.9221361379933772,1076.322875770849,0.38406258423769335
A,account,mobile,0.9564576265066216,1108.711541514045,0.34850940757290777
A,account,mobile,0.8998260584850735,1120.6533437903977,0.3938327967976945
A,technical,mobile,0.9254501878794257,1041.5163535859622,0.4154523721516327
A,account,mobile,0.8855132152856386,1383.4624600642987,0.3672156140269278
A,account,desktop,0.9620058607724736,1161.1718399445253,0.3882144377571666
A,billing,desktop,0.8561803848970365,1252.875745253532,0.3530268379007009
A,technical,desktop,0.9800470216455408,1114.447295037948,0.45596224587820483
A,billing,desktop,0.8879921024677828,926.9095049177224,0.38527721212059834
A,billing,mobile,0.8184612448940976,1240.5086037587132,0.4726377772563092
A,billing,mobile,0.8964052207455395,913.1617536870335,0.4764373925270454
A,billing,desktop,0.855947417126256,1189.7048930871797,0.3959477017639128
A,billing,desktop,0.9320321774494362,994.7527441750784,0.3495775633726325
A,billing,desktop,0.8573688010348804,1498.0913998846213,0.29570510611333317
A,billing,mobile,0.867690828339261,1336.7044083262083,0.32639814634866043
A,technical,desktop,0.7955229634527234,1215.863068690722,0.33130825875506703
A,account,desktop,0.8673846840375462,1389.5560016482002,0.46892348137307527
A,billing,desktop,0.7688060336685522,1073.0526033801395,0.4057912293613473
A,billing,mobile,0.8108048588257138,1281.521906800514,0.4194802262045994
A,billing,mobile,0.9280207328072149,1229.971565057807,0.2889789495532437
A,billing,mobile,0.9292900079325417,1239.6030122000504,0.3401016785391369
A,billing,mobile,0.9112728780892483,1390.8530250160152,0.44435398882231436
A,billing,mobile,0.8416511928435394,1309.8738154169703,0.41433870561912933
A,account,mobile,0.887614432192901,1243.3085494237534,0.39263973606572017
A,account,mobile,0.8898198730454716,951.7668845657556,0.42824211793000616
A,billing,mobile,0.8320817655403728,1055.9930557080804,0.48178989030679076
A,account,desktop,0.9651699150883576,1181.5936599606414,0.38894787682314746
A,technical,desktop,0.9338681145287836,1214.0058561414976,0.4034684901329035
A,billing,mobile,0.8789517913085169,1030.4694412989115,0.40962984593656526
A,technical,mobile,0.8913442919497265,1561.751501336763,0.5196054817636997
A,technical,desktop,0.9004191403973776,1427.4591082880358,0.29503218677904874
A,billing,mobile,0.7879132565787854,1290.3177480588724,0.4341611507394404
A,account,mobile,0.8776411308739702,1210.8055291925616,0.39425988756204683
A,technical,mobile,0.8559007876001101,1168.1686545148273,0.428338586309209
A,billing,desktop,0.8399189995052543,1057.2122309966646,0.3671313723002638
A,technical,desktop,0.8759449853557023,1211.6220777778294,0.3975517484570775
A,technical,desktop,0.9798843263424761,1238.6628810214127,0.43557052897327475
A,technical,desktop,0.9220421430633505,1013.7359136777563,0.5556455100521921
A,technical,desktop,0.8614410505108602,1250.1264625867345,0.4404018094701036
A,account,mobile,0.918629139067808,1176.7111426762876,0.3575967200984746
A,technical,desktop,0.9599677718293002,913.8288663183914,0.3788120158988649
A,technical,mobile,0.9362316841456384,1070.9422483830747,0.37732929458080733
A,technical,mobile,0.8929815184960087,1137.9591699867533,0.3102178413684993
A,account,desktop,0.8576531611147213,1483.1531486010285,0.38349549041492814
A,technical,desktop,0.9249111656806795,1283.4829686800638,0.4366414540910873
A,technical,mobile,0.9096742692710875,999.6777646350163,0.3362883940461603
A,account,mobile,0.9347596610013866,1272.9054434126456,0.45242413255252967
A,account,mobile,0.9217585900840984,967.9044016592452,0.4243887410542169
A,account,desktop,0.9424776357659668,1362.403658083061,0.3632883339014481
A,technical,desktop,0.8632382394219716,1129.3313022273182,0.39292351813310766
A,account,desktop,0.9558697032817163,1185.9545716891244,0.4799160903820517
A,account,desktop,0.89987998023462,1398.8694971313284,0.4366773906752933
A,technical,desktop,0.9937630436312633,1006.9254647123626,0.4004391827449074
A,account,mobile,0.8555406090955217,990.4322722330513,0.38811583415195083
A,technical,desktop,0.9767981901582625,1112.4601010480992,0.403830453522583
A,billing,mobile,0.8998955391731324,1355.7568276528975,0.3744118221028849
A,account,mobile,0.8574290998192776,972.0980886784737,0.2947625247140493
A,billing,mobile,0.865805708297284,775.1766602834147,0.5021088955267365
A,technical,desktop,0.873982634590284,1132.3261712386502,0.4077662499599701
A,account,desktop,0.9112082973200958,1282.761119986638,0.4199073632561269
A,technical,desktop,0.916141774401775,1380.0392624608244,0.3971046125061546
A,billing,mobile,0.861314999803071,1130.52579568719,0.36324415996377063
A,technical,mobile,0.8887822703869509,1138.2860089325995,0.3907037759525615
A,account,mobile,0.9971135179305932,1373.085110138362,0.32003026189028444
A,account,mobile,0.9763771585050356,919.5387450456869,0.5138543249026652
A,billing,mobile,0.9118161834837016,1141.7218837225487,0.3382744000788802
A,technical,mobile,0.89190017390841,1228.5635834887587,0.348401685807641
A,account,desktop,0.8960015663359131,1267.3828081927552,0.37798703978068
A,billing,desktop,0.9206758986365209,1123.5289960213677,0.4644037862426189
A,account,desktop,0.8388603717400798,1205.1661517558762,0.40072544996313275
A,account,desktop,0.8771311731288327,826.7508969880516,0.3381932101984769
A,technical,mobile,0.8065707963061205,1101.2627381499228,0.462716918037867
A,account,mobile,0.909961156130264,1268.02630688317,0.4365500313392741
A,technical,desktop,0.922359796985137,1052.655894861798,0.42692174786082265
A,account,mobile,0.8658406768850313,1208.8476332384396,0.435786712058542
A,billing,desktop,0.9686993381645017,1267.0308751204047,0.5197180950291226
A,account,desktop,0.828711716849883,1148.6176198713354,0.5092547447518057
A,technical,desktop,0.816781255989509,1225.5695656494856,0.36566423284983524
A,technical,mobile,0.9012225909279986,1055.5901152073081,0.4811942496405576
A,billing,desktop,0.9423549151306078,1169.008308045593,0.419158409487945
A,account,desktop,0.9741963845728935,1291.5324254383834,0.4249547908068875
A,account,desktop,0.867055786856553,1223.5459441452651,0.3153864584178336
A,billing,mobile,0.9439340416715648,1112.0203095654097,0.39148071173059024
A,account,mobile,0.8880745765249647,1233.632460643619,0.3593588204831718
A,account,desktop,0.881368635002959,1307.1914685954928,0.44140294074466546
A,technical,mobile,0.9341829968743336,892.5088082133783,0.4535540250201403
A,account,mobile,0.922616143920671,1373.8611097433845,0.29627568244918445
A,account,mobile,0.8111803921507875,1149.5617891978393,0.3988982567997865
A,billing,mobile,0.9638270174862948,1263.8234899860345,0.45609307523971265
A,billing,mobile,0.9590045677073726,1379.5870385467842,0.3906660518843278
A,technical,mobile,0.8587218649245235,994.2489454154302,0.43645318225011825
A,account,mobile,0.9097901766718705,1093.583849635868,0.4175582733813542
A,account,mobile,0.914701509314137,1156.7176956186443,0.41708301159763134
A,account,mobile,0.9030336882911953,1082.4369718313358,0.38643425109658514
A,technical,mobile,0.862484742307729,1460.2404863755214,0.33917095979321454
A,technical,desktop,0.8564188316030974,1071.4841859259811,0.34392349262874866
A,billing,desktop,0.8887222964504278,1116.66798307697,0.43546762572276587
A,technical,mobile,0.9486364509629682,1230.6583547404466,0.40097291277594416
A,account,desktop,0.9171800077297216,1019.6775710885867,0.39307438776963877
A,account,desktop,0.8714692833956947,1140.6478932365603,0.3788054978838824
A,technical,mobile,0.9285849355324173,1247.6179891875263,0.38474055772596244
A,account,mobile,0.7475728689684962,1150.0709393426232,0.45234558972440697
A,account,mobile,0.9474382850186052,1185.9919711650077,0.3832377959065987
A,technical,desktop,0.803014311061095,1120.6001831327444,0.3329467643349216
A,technical,desktop,0.8718779529298434,972.829453622885,0.43718258877700866
A,account,mobile,0.8340165052686929,1248.2389817008857,0.38975616680676417
A,account,mobile,0.8252659262139548,1463.2399607470861,0.40156979327663883
A,account,mobile,0.948041339368926,1202.7602446175158,0.48037891531997556
A,billing,desktop,0.8666149399344054,1233.7896175871324,0.39897197213247465
A,billing,desktop,0.9073251940865358,1303.9084132675289,0.4144591836559363
A,billing,desktop,0.8876539710560408,1009.6004255179951,0.3410538254350838
A,technical,desktop,0.913852041361156,1455.377198719441,0.389016527382452
A,billing,mobile,0.8938410945530127,1230.3493194634202,0.4304763022604301
A,technical,mobile,0.8258503887905715,1444.7785348633663,0.3222313133079379
A,technical,mobile,0.939813340972357,1090.0450506714017,0.4100422546557855
A,billing,mobile,0.8653121708419343,1472.7092883836738,0.4050395536322403
A,billing,desktop,0.8121709050670125,1316.2733241052174,0.402064372779372
A,billing,desktop,0.8685942419517044,1282.9560128778537,0.4518579449329122
A,account,mobile,0.9650379895317156,1235.1036681529722,0.4167219257424261
A,billing,mobile,0.9325110871056747,1162.7207072888325,0.47390359491782225
A,account,desktop,0.8725673932796071,1380.0797487710809,0.3503205242202982
A,technical,mobile,0.8725371147840786,1221.053980477207,0.40679622836091744
A,account,desktop,0.8739182474391309,904.9395444619272,0.4042233393194974
A,billing,mobile,0.993837399178042,1032.4220307439496,0.346537275312246
A,technical,mobile,0.9090967726115777,1172.1231371710878,0.44781475010456734
A,technical,mobile,0.9115020823595535,1246.4998474748334,0.5162336652926409
A,technical,mobile,0.9415141727015921,1191.5117266650157,0.3991496962758085
A,account,mobile,0.9019394579513257,1382.8456184690494,0.4252510544136884
A,billing,mobile,0.8770478927089649,907.3347203942062,0.4042259237907664
A,technical,mobile,0.8801825075457511,1221.538190475774,0.36432076650464124
A,technical,desktop,0.8864199370292968,927.3031161919268,0.3089619861098992
A,technical,desktop,0.8881388881745079,1313.9568443226253,0.36471132584523175
A,account,desktop,0.926381477181849,1185.8311928336996,0.33040208095241347
A,account,desktop,0.8925972942903649,1262.9414958036177,0.4852051039029559
A,billing,desktop,0.9266320038607789,1070.4175559115351,0.3942445153038381
A,account,mobile,0.8859641709945709,1391.9197397486628,0.3827040335476415
A,technical,mobile,0.8939317595158045,1356.2586996088278,0.44445769123939033
A,billing,desktop,0.7900899657733946,1287.531645451783,0.3439124448572056
A,technical,mobile,0.9358163837351241,1180.5724129704838,0.3616567980997724
A,technical,desktop,0.9073244237948996,1286.9785927942698,0.4034036134624311
A,account,desktop,0.9399005054929827,1093.9661148018977,0.45143844957117407
A,billing,mobile,0.7451872310903156,1328.3333488531068,0.42508425225843943
A,account,mobile,0.9944187352390363,1447.4221341485882,0.4124162571257941
A,account,mobile,0.8830205185922413,1360.591583996878,0.40390588676180084
A,billing,desktop,0.9454091408368759,1090.5596295288885,0.42001179277633877
A,technical,mobile,0.8380047036437235,1254.2125975909655,0.41008264525646276
A,technical,desktop,0.9206386952531285,1006.0287684362029,0.34850138626115323
A,billing,desktop,0.8373292218413172,1285.8585466763514,0.4023039610816576
A,technical,desktop,0.8588115519652098,1267.590511929381,0.34631556705411237
A,billing,mobile,0.9857015676933394,919.5275490701754,0.4040541271450412
A,billing,mobile,0.8804658799618327,1025.7324234131454,0.37596760292558795
A,account,desktop,0.9008716436589862,1157.529165488435,0.5269690811391431
A,billing,mobile,0.9335033865344378,1154.8710379288761,0.39800528081241443
A,account,mobile,0.9147840943986303,1018.5784596871792,0.32978802168692056
A,technical,mobile,0.8975209452571788,1258.3468094028276,0.3932909894661538
A,technical,desktop,0.9082480501233113,1237.721041341077,0.4259679372818944
A,technical,desktop,1.0101707792619137,1170.8596302032222,0.4836681973076262
A,technical,mobile,0.8871190601483208,1086.6312749762455,0.3705273800030641
A,account,desktop,0.9000549523357484,1357.3060689624845,0.320878601298818
A,technical,mobile,0.9425327198003806,1448.3110669632442,0.44084185057154907
A,billing,mobile,0.9452762966478993,1127.4657774230195,0.33097006470501744
A,billing,mobile,0.949351515278019,1108.1749624267768,0.37819222792462576
A,billing,mobile,0.9219365111014592,1273.6811498117995,0.3871189757244503
A,account,desktop,0.8328497543634759,1146.2955930379521,0.3965183273349946
A,technical,desktop,0.9716715766150548,1179.090419900515,0.4344582228537168
A,technical,desktop,0.8326827303490656,1310.9479727587006,0.36581828588568066
A,technical,mobile,0.9051317732619517,913.5965868739061,0.38631353739166197
A,account,mobile,0.8522862074990321,1397.7453487279004,0.3992864823525306
A,billing,mobile,0.8867930826703504,1210.9020786494011,0.4074798978759394
A,billing,desktop,0.906438120515174,1138.2760283156729,0.40489135873539617
A,technical,mobile,0.9060678607725137,1186.6148768667827,0.421800288761129
A,billing,desktop,0.9110960377117643,1194.3644032530779,0.4421919754820869
A,billing,desktop,0.9706855634529323,940.3198044832611,0.41963170578254844
A,account,desktop,0.912676715075699,1424.2407341179853,0.42267927617546097
A,account,desktop,0.8777921682354676,1206.1988448405928,0.3208888416626761
A,account,desktop,0.9382043584144178,1266.4503195671064,0.40251138495828404
A,account,desktop,0.949473524446232,1342.7324655861064,0.42397537740008046
A,technical,mobile,0.8286196092431504,1046.825631365955,0.43644705972852255
A,account,mobile,0.9198700034924929,1271.0207848552843,0.3653824612883103
A,billing,desktop,0.9250586371155449,1159.853836365181,0.36704803625556776
A,technical,desktop,0.8751218248320004,1327.015616282474,0.3712949662358201
A,billing,mobile,0.958785340665581,880.9158869472757,0.4268206949945672
A,billing,desktop,0.8824972206483737,1185.1358549638096,0.45169405274621044
A,billing,desktop,0.8962788226735772,1109.5769016324057,0.37962699463541993
A,account,mobile,0.8813464087858065,1264.8394425951233,0.44539811568135246
A,account,desktop,0.8907789523790733,1270.5066281052302,0.4061739904582297
A,technical,desktop,0.8351862456552399,1093.856115776696,0.3937857111418782
A,technical,desktop,0.8179974558702853,1093.1739203735935,0.38943078850910157
A,account,mobile,0.9697252531612486,1183.4001947164006,0.43733056823010785
A,billing,mobile,0.8476519325840837,1065.5036659027187,0.41627889083935354
A,technical,mobile,0.8404303825271846,1326.297554317819,0.5137912713823819
A,account,desktop,0.7823304943198143,1144.618919932883,0.3573887678501338
A,account,desktop,0.8580519126155249,763.9517671017538,0.4259050851014988
A,account,mobile,0.823845510329625,1143.776691506729,0.3735399495094244
A,billing,desktop,0.9721007580068185,1044.218426873404,0.3565356506505678
A,account,desktop,0.9404908544671318,955.3086276808582,0.3994566431482514
A,account,desktop,0.8555924827411139,1014.3860042666141,0.4068676239703518
A,account,desktop,1.0026217902672154,1216.4112707749455,0.5459086777530047
A,account,desktop,0.9390882743495798,1399.2961242372346,0.3907927092158399
A,technical,mobile,0.8737584308245689,1246.977671079747,0.34349106352576586
A,technical,desktop,0.7650297142563214,1109.0244917676391,0.4136505358747193
A,account,mobile,1.004547128629537,1268.3856292756054,0.2962679981226816
A,billing,desktop,0.8205213766618202,1131.1364534671511,0.39540216086978675
A,technical,mobile,0.8077300626521554,1095.8099446255283,0.400801264114758
A,account,desktop,0.941128521600482,1026.8455997650524,0.4397300191472606
A,technical,mobile,1.0119876203169635,937.2256789872422,0.44868111247139236
A,technical,desktop,0.959213640925526,1141.5114440160833,0.37482151905461414
A,billing,mobile,0.918195456002618,1223.7080234880198,0.3924692992685034
A,account,desktop,0.9197377170832644,1185.5064494977667,0.3616939584694665
A,account,mobile,0.9326707779390154,1137.6049608078963,0.3435968722596153
A,billing,desktop,0.9279464294893383,1058.138090895483,0.4154947389690318
A,billing,mobile,0.9040595711984688,1291.2369287527454,0.33632072257017004
A,account,mobile,0.8952100551975938,1002.4302120080123,0.3792686549714069
A,account,desktop,0.8868703436050239,1316.4041870765213,0.35024130200503817
A,billing,desktop,0.8523017705566662,1049.6674471609913,0.427484159314513
A,technical,mobile,0.8759662461566613,1087.1347143970447,0.4900715049633244
A,technical,desktop,0.8053521592902307,979.9822214076485,0.33492060085983344
A,billing,mobile,0.8850830186602625,1124.7896779671546,0.30734907585512156
A,technical,mobile,0.8405704446424541,1346.2968687716968,0.39375565573249666
A,billing,mobile,0.8348205341392114,1277.3442132665934,0.40078488979788796
A,technical,desktop,0.898994707557674,1346.7633168042053,0.4109329653378649
A,technical,mobile,0.95960011431723,1278.3213818900904,0.37768397423828276
A,account,mobile,0.9359158303001157,1034.4495257204446,0.38996803505872846
A,account,desktop,0.8114749698188412,1150.3816163508664,0.41837552052703014
A,technical,desktop,0.8405185931714831,1082.9701306323807,0.452021544632242
A,technical,desktop,0.9370385593994108,1399.586235605856,0.3022475614840859
A,account,desktop,0.8408756303230845,1020.4817030360532,0.3815530280484269
A,account,mobile,0.8787683425001488,1334.0546534083667,0.4106904396970532
A,account,mobile,0.9175026049512276,1333.9430805163154,0.3541011947694632
A,billing,mobile,0.8415827772568183,1474.443030257413,0.486558481588365
A,technical,mobile,0.895268775307298,1138.5470111055754,0.3682295059885632
A,account,desktop,0.8232987252540898,1306.8483239370244,0.3979353656496359
A,technical,mobile,0.8599316178024393,1542.2477754808265,0.42780110484211453
A,billing,mobile,0.9059890967071269,1107.3537484599456,0.3704357605599053
A,billing,desktop,0.8103503133234166,969.7439628701461,0.30767134760977916
A,account,mobile,0.91202373689802,917.9984949138354,0.37856727365417336
A,billing,mobile,0.8890181100536659,1306.9068043291998,0.45147202779635204
A,technical,mobile,0.9176244977208574,917.5274687912124,0.3831552436607431
A,account,mobile,0.9011957067032331,1144.1521420593115,0.3576782849270511
A,technical,mobile,0.9582070214986922,1265.5969780558441,0.4462836104751361
A,technical,mobile,0.8962612251323954,1227.776330524487,0.3834612551988474
A,billing,desktop,0.8685297229437373,1263.8167296276258,0.37449195931748913
A,billing,desktop,0.8961148751516143,1233.3434783701282,0.4074728044831655
A,billing,mobile,0.9171649014518194,1391.829871997009,0.43853751048093936
A,billing,mobile,0.8924430035162852,1057.1525428891805,0.5190856765866273
A,billing,desktop,0.8920295845601941,1098.4507292312203,0.4413618053828712
A,account,mobile,0.8549004156096622,1084.1010832093764,0.4579919983194172
A,technical,mobile,0.8568549541224526,1324.5287717793915,0.3747016900506073
A,technical,mobile,0.8198697364100154,1335.0597882592594,0.3487065947015262
A,technical,desktop,0.977478837159347,1267.6837978977762,0.40311656748095614
A,technical,mobile,0.8278068382304358,1377.5240500334892,0.40535849576297983
A,billing,desktop,0.8553547401102046,1023.2938698935429,0.3460743629317702
A,technical,mobile,0.8540796367215402,1450.0836167326706,0.39123527350479936
A,account,desktop,0.9347462188472221,1428.4857932568386,0.4199658800859566
A,account,desktop,0.8752525160853987,1310.343299586862,0.41801966975090404
A,technical,mobile,0.9523871036336867,1467.269836315659,0.4252143926692136
A,technical,desktop,0.8563254687878066,951.5065188483339,0.41454823650687217
A,account,mobile,0.9039497081111901,1121.3327795606021,0.3746495670364972
A,account,desktop,0.8482326473370121,1089.704480897707,0.37430496866755786
A,billing,mobile,0.9972574563886695,1308.2218985636014,0.3400524301003062
A,account,mobile,0.8306200790485244,1042.478889059678,0.48923875195925476
A,billing,desktop,0.9054910355113513,1313.6242724006229,0.40067251823096467
A,billing,mobile,0.9216888440466049,1405.580421599507,0.38875734721025745
A,billing,mobile,0.9106899548725749,1304.2804350125998,0.3535603959273771
A,billing,desktop,0.8807356170561146,1242.5626535492252,0.5467828951163889
A,billing,mobile,0.8835089650133287,1051.8189988648876,0.34633359838885525
A,technical,mobile,0.8921905735989555,1072.9723550811952,0.3785576037196964
A,account,desktop,0.8826498999185756,1387.4428357945,0.42079184181430307
A,billing,desktop,0.9381939558397455,1316.9023505858,0.4300106482872139
A,account,mobile,1.0005261500795677,1194.1470720933685,0.44789660276078425
A,account,mobile,0.8621254107496084,1137.3135681351164,0.49038042538846316
A,billing,desktop,0.8215098510210461,896.1288190332934,0.42530788277303566
A,technical,desktop,0.8855858975824372,1039.3721371973343,0.34719846000166665
A,billing,mobile,1.0189854668827159,1486.7128630709585,0.38715274374391095
A,technical,desktop,0.8498162716015135,1007.93166434963,0.4153916186256943
A,account,mobile,0.9719558402722034,1228.4219731831622,0.5034113020752913
A,technical,mobile,0.9738850407038221,1351.1165959792797,0.3301097260787852
A,technical,mobile,0.8623205879146003,1011.7615997996561,0.4601288252612614
A,technical,mobile,0.9184491539592637,1227.7065712171625,0.40899571847732086
A,account,mobile,0.9714198311564269,1340.6873306265982,0.44189152676147403
A,account,desktop,0.8710436129506256,1201.8748982860875,0.3949002641682034
A,technical,desktop,0.8798209819948819,1630.2604583500151,0.3578783684936837
A,technical,desktop,0.8609159543025678,949.7101111682707,0.43754363897006665
A,billing,desktop,0.8392621634653566,1358.8092794825818,0.43272155135528106
A,technical,mobile,0.8575361227466997,1174.0797393905304,0.4486028482869861
A,billing,mobile,0.8288029866618872,1315.7880232255013,0.3993347682310683
A,technical,mobile,0.8917041734129613,1266.196072754887,0.37000889883400756
A,billing,mobile,0.8515013384470679,1090.0265704335004,0.3220606502488079
A,account,desktop,0.9016892955895374,1234.3494588689011,0.44096866340697033
A,technical,mobile,0.8122052176898187,921.314782290257,0.42119447412219935
A,technical,mobile,0.9065440116107228,1290.487125085709,0.35171086835680204
A,technical,desktop,0.9316764480804463,1244.723769898579,0.3730713163351688
A,technical,desktop,0.7903132178714273,1295.7990252964653,0.376662059402428
A,billing,desktop,0.9087028284923786,1358.7177487630724,0.3258507784008791
A,technical,desktop,0.9513834496236646,1255.1429760314566,0.35911588016974333
A,account,mobile,0.8295179490654397,1222.2134129697415,0.3433084821596823
A,account,mobile,0.9736286193418852,1067.8397495008062,0.3793760494056032
A,technical,desktop,0.9109509504683023,1093.1668854526424,0.3630651250835219
A,account,mobile,0.8547494072120796,1378.0101930265996,0.31864975395666256
A,technical,mobile,0.8872115461171147,1415.4503108558968,0.5011295115284741
A,technical,mobile,0.9179163456260861,1164.283434553192,0.46262703655146153
A,account,desktop,0.8938002695706206,1206.900412087991,0.36104902892400076
A,technical,mobile,0.9169377996223185,1064.307843750935,0.41362106983268054
A,account,desktop,0.8439663203460317,1375.9135267901167,0.4208732544910648
A,billing,mobile,0.8984680412018039,1299.8125235537668,0.4595542927386739
A,technical,mobile,0.819314275154751,1491.1826154695623,0.3590697486669961
A,billing,mobile,0.884438696932565,1068.2515384230392,0.4546053391991213
A,account,desktop,0.8448046179267605,1143.2988151472673,0.3726047347896533
A,billing,mobile,0.8532235028705117,1234.7168883788358,0.3332068797915694
A,billing,desktop,0.9518046587605219,1296.9734306588657,0.4362068279657249
A,account,desktop,0.9445655060297135,1167.6498543678551,0.4645379212061214
A,billing,desktop,0.9204569060453589,1069.055836431945,0.5293954486765342
A,billing,mobile,0.8353843617663711,1332.2111293385356,0.34001373674548935
A,account,mobile,0.8741795775152599,1308.1703043818372,0.43494598425403946
A,billing,mobile,0.9506548849989592,1062.5588849154412,0.3795099378103234
A,account,mobile,0.8970858456819952,1403.3164201658244,0.4391679355262016
A,billing,desktop,1.0059664769990848,1375.5298063794905,0.32647552243843747
A,account,desktop,0.9096658919697186,1220.144474587169,0.3368615112150718
A,account,desktop,0.8996024558245016,1211.9396793564053,0.36120625884167584
A,billing,mobile,0.874544176789875,1283.108665667386,0.4039482022834042
A,billing,desktop,0.8966770452391142,1070.7445394615613,0.36794593667308223
A,billing,mobile,0.8823765081809728,1204.5047218746124,0.432952717195671
A,technical,desktop,0.9254054338344295,877.1424683086229,0.45134473091289573
A,technical,mobile,0.9378351158397292,1331.4683468254402,0.4299788770622678
A,technical,mobile,0.8507005269746025,965.7760166337212,0.4809393819830434
A,account,desktop,0.8234383523221112,1425.5129742643499,0.42079133147276715
A,billing,desktop,0.7981897313448352,1150.4819859050324,0.33915516448299166
A,account,desktop,0.9153995663456272,1168.2499527103234,0.46816882567691703
A,technical,desktop,0.8348316696913063,1105.8399140873241,0.3697421882197002
A,billing,mobile,0.7823554703523758,1156.7941689116885,0.44552092498427853
A,account,desktop,0.9094289302265482,1412.7797017722055,0.4786867108277553
A,billing,desktop,1.0146499758716396,826.8287015197382,0.42283440053652
A,account,desktop,0.8896964544230054,1391.5448079132282,0.32519205934176754
A,billing,mobile,0.9319245387225821,1250.7035221652561,0.3540893916745104
A,technical,mobile,0.8940914679273783,1018.9467528214177,0.4661372233442568
A,technical,desktop,0.8850555173404429,1038.7031410426143,0.3915438657178592
A,billing,mobile,0.9359538241493884,1451.4589540812303,0.4039786767471083
A,account,desktop,0.8754862727905675,1058.1739680085902,0.4379412208081805
A,technical,mobile,0.9033696157035952,1026.9974234106062,0.4348161431040162
A,technical,mobile,0.9060848903098007,1370.5971813547094,0.41393999061927306
A,technical,mobile,0.8565954773178476,1250.782931442887,0.3895665814389767
A,billing,mobile,0.9396021174768262,1059.31116351954,0.3843665777133822
